

No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
633, GP03-313366, US Patent    Nitto Boseki (J), 2013, A0210602, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
634, GP03-313367, US Patent    Nitto Boseki (J), 2013, A0210602, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
635, GP03-313510, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 72.23, 7.17, 18.32, 1.5, 0.78, 1469.0, , 
636, GP06-316466, US Patent    Nitto Boseki (J), 2014, A8841222, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
637, GP06-316467, US Patent    Nitto Boseki (J), 2014, A8841222, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
638, GP06-316468, US Patent    Nitto Boseki (J), 2014, A8841222, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
639, GP03-330006, European Patent    Owens Corning  (US), 2013, A2589767, 68.88, 10.54, , 20.58, , 1313.0, , 
640, GP03-330007, European Patent    Owens Corning  (US), 2013, A2589767, 68.59, 13.25, , 18.16, , 1415.0, , 
641, GP03-330008, European Patent    Owens Corning  (US), 2013, A2589767, 71.79, 12.88, , 15.33, , 1410.0, , 
642, GP03-330010, European Patent    Owens Corning  (US), 2013, A2589767, 68.17, 10.43, , 20.37, 1.03, 1288.0, , 
643, GP06-330013, European Patent    Owens Corning  (US), 2013, A2589767, 65.48, 18.15, 2.18, 14.19, , 1427.0, , 
644, GP06-330016, European Patent    Owens Corning  (US), 2013, A2589767, 65.89, 18.26, 6.0, 9.85, , 1471.0, , 
645, GP06-330017, European Patent    Owens Corning  (US), 2013, A2589767, 64.66, 19.38, 4.0, 11.96, , 1503.0, , 
646, GP06-330018, European Patent    Owens Corning  (US), 2013, A2589767, 63.4, 20.52, 2.0, 14.08, , 1522.0, , 
647, GP03-330489, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 72.34, 13.59, 14.07, , , 1437.0, , 
648, GP03-330490, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 69.53, 13.45, 17.02, , , 1425.0, , 
649, GP03-330496, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 73.07, 12.92, 14.01, , , 1425.0, , 
650, GP03-330500, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 71.73, 11.47, 16.8, , , 1424.0, , 
651, GP03-330507, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075262, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
652, GP03-330509, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 72.34, 13.59, 14.07, , , 1438.0, , 
653, GP03-330510, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 69.53, 13.45, 17.02, , , 1430.0, , 
654, GP03-330516, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 73.07, 12.92, 14.01, , , 1427.0, , 
655, GP03-330520, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 71.73, 11.47, 16.8, , , 1421.0, , 
656, GP03-330527, Japanese Patent    OCV Intellectual Capital (US), 2010, AW075267, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
657, GP03-340866, European Patent    Nitto Boseki (J), 2011, A2581350, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
658, GP03-340867, European Patent    Nitto Boseki (J), 2011, A2581350, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
659, GP03-340868, European Patent    Nitto Boseki (J), 2011, A2581350, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
660, GP03-340877, European Patent    Nitto Boseki (J), 2011, A2581350, 60.1, 12.03, 19.07, 8.7, 0.1, 1262.0, , 
661, GP03-340880, European Patent    Nitto Boseki (J), 2011, A2581350, 63.73, 12.74, 18.48, 5.05, , 1357.0, , 
662, GP03-340881, European Patent    Nitto Boseki (J), 2011, A2581350, 62.66, 12.73, 18.47, 6.14, , 1325.0, , 
663, GP02-342663, Japanese Patent    Others, 2015, AW027896, 68.5, 7.2, 10.2, , 14.1, 1035.0, , 
664, GP02-342664, Japanese Patent    Others, 2015, AW027896, 70.5, 5.2, 10.2, , 14.1, 1050.0, , 
665, GP03-351437, US Patent    OCV Intellectual Capital (US), 2013, A8341978, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
666, GP03-352232, US Patent    Others, 2013, A0217822, 68.27, 15.32, , 16.41, , 1223.0, , 
667, GP03-352233, US Patent    Others, 2013, A0217822, 60.13, 2.75, 16.05, 20.42, 0.65, 1370.0, , 
668, GP03-352234, US Patent    Others, 2013, A0217822, 60.14, 3.41, 15.63, 20.17, 0.65, 1307.0, , 
669, GP03-352235, US Patent    Others, 2013, A0217822, 58.29, 4.5, 17.1, 19.46, 0.65, 1263.0, , 
670, GP03-352237, US Patent    Others, 2013, A0217822, 60.48, 4.6, 14.05, 19.93, 0.94, 1239.0, , 
671, GP02-352354, US Patent    AGC (J), 2013, A0267402, 75.31, 6.08, 4.61, , 14.0, 936.0, , 
672, GP03-353460, Japanese Patent    Owens Corning  (US), 2013, A500939, 60.48, 9.51, 15.04, 13.99, 0.98, 1199.0, , 
673, GJ03-355617, J. Non-Crystalline Solids, 2015, v. 408  p. 0102, 50.3, , , 33.3, 16.4, 1290.0, , 
674, GP02-355859, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 72.5, , , 13.02, 14.48, 1009.0, , 
675, GP02-355860, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 72.49, , , 7.51, 20.0, 804.0, , 
676, GP02-355861, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 72.55, , , 2.48, 24.97, 742.0, , 
677, GP02-355862, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 74.94, , , 5.05, 20.01, 888.0, , 
678, GP02-355866, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 91.07, , , 2.14, 6.79, 1047.0, , 
679, GP02-355867, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 66.14, , 1.49, 3.22, 29.15, 724.0, , 
680, GP02-355868, Japanese Patent    Nitto Boseki (J), 2012, AW121210, 65.14, , 1.47, 19.04, 14.35, 1100.0, , 
681, GP02-356922, US Patent    AGC (J), 2014, A0235425, 69.5, 9.5, 7.5, , 13.5, 1192.0, , 
682, GP02-356923, US Patent    AGC (J), 2014, A0235425, 69.5, 7.5, 9.5, , 13.5, 1158.0, , 
683, GP02-356924, US Patent    AGC (J), 2014, A0235425, 69.5, 6.5, 10.5, , 13.5, 1167.0, , 
684, GP02-356925, US Patent    AGC (J), 2014, A0235425, 74.5, 6.5, 5.5, , 13.5, 949.0, , 
685, GP02-357709, US Patent    AGC (J), 2012, A8168313, 66.0, 10.0, 10.0, , 14.0, 1000.0, , 
686, GP03-359741, Japanese Patent    AGC (J), 2015, A028827, 66.32, 12.22, 13.13, 8.33, , 1285.0, , 
687, GP03-359742, Japanese Patent    AGC (J), 2015, A028827, 64.16, 12.2, 13.11, 10.53, , 1235.0, , 
688, GP03-359743, Japanese Patent    AGC (J), 2015, A028827, 67.07, 11.56, 13.08, 8.29, , 1345.0, , 
689, GP03-359744, Japanese Patent    AGC (J), 2015, A028827, 64.91, 11.54, 13.06, 10.49, , 1285.0, , 
690, GP03-359745, Japanese Patent    AGC (J), 2015, A028827, 61.91, 10.17, 14.22, 13.7, , 1210.0, , 
691, GP03-359746, Japanese Patent    AGC (J), 2015, A028827, 71.28, 14.42, 10.31, 3.99, , 1410.0, , 
692, GP03-359747, Japanese Patent    AGC (J), 2015, A028827, 66.33, 12.29, 10.88, 10.5, , 1255.0, , 
693, GP03-360784, US Patent    OCV Intellectual Capital (US), 2015, A8987154, 61.29, 9.28, 15.26, 13.19, 0.98, 1223.0, , 
694, GP03-361058, US Patent    Nitto Boseki (J), 2015, A0011374, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
695, GP03-361064, US Patent    Nitto Boseki (J), 2015, A0011374, 60.1, 12.03, 19.07, 8.7, 0.1, 1262.0, , 
696, GP02-364007, Japanese Patent    AGC (J), 2015, A205816, 68.0, 10.0, 8.0, , 14.0, 1225.0, , 
697, GP03-364236, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 48.05, 23.29, 28.66, , , 1531.0, , 
698, GP03-364238, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.61, 21.45, 23.94, , , 1501.0, , 
699, GP03-364239, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.18, 16.87, 28.95, , , 1445.0, , 
700, GP03-364240, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 44.42, 22.91, 11.59, 17.85, 3.23, 1479.0, , 
701, GP03-364241, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 53.76, 17.74, 11.22, 17.28, , 1430.0, , 
702, GP03-364242, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 50.58, 17.76, 11.23, 17.3, 3.13, 1364.0, , 
703, GP03-364243, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 44.78, 19.8, , 29.99, 5.43, 1300.0, , 
704, GP03-364244, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 54.63, 16.1, , 29.27, , 1458.0, , 
705, GP03-364245, European Patent    OCV Intellectual Capital (US), 2014, AWO062987, 48.21, 22.1, 23.95, 5.74, , 1477.0, , 
706, GP03-364887, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 72.34, 13.59, 14.07, , , 1437.0, , 
707, GP03-364888, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 69.53, 13.45, 17.02, , , 1425.0, , 
708, GP03-364891, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 73.07, 12.92, 14.01, , , 1425.0, , 
709, GP03-364892, US Patent    OCV Intellectual Capital (US), 2015, A9187361, 71.73, 11.47, 16.8, , , 1424.0, , 
710, GP03-364966, US Patent    OCV Intellectual Capital (US), 2015, A9206068, 69.53, 13.45, 17.02, , , 1425.0, , 
711, GP03-364970, US Patent    OCV Intellectual Capital (US), 2015, A9206068, 71.73, 11.47, 16.8, , , 1424.0, , 
712, GP03-364973, US Patent    OCV Intellectual Capital (US), 2015, A9206068, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
713, GP02-367183, European Patent    Others, 2015, AW027896, 68.5, 7.2, 10.2, , 14.1, 1035.0, , 
714, GP02-367184, European Patent    Others, 2015, AW027896, 70.5, 5.2, 10.2, , 14.1, 1050.0, , 
715, GP03-369567, US Patent    OCV Intellectual Capital (US), 2015, A0315067, 69.53, 13.45, 17.02, , , 1424.0, , 
716, GP03-369571, US Patent    OCV Intellectual Capital (US), 2015, A0315067, 71.73, 11.47, 16.8, , , 1417.0, , 
717, GP02-369724, US Patent    Nippon Sheet Glass (J), 2015, A0376050, 62.0, 10.5, 7.5, , 20.0, 873.0, , 
718, GP02-369725, US Patent    Nippon Sheet Glass (J), 2015, A0376050, 57.0, 11.0, 9.6, 0.4, 22.0, 1026.0, , 
719, GP03-369761, US Patent    Nitto Boseki (J), 2016, A9227870, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
720, GP03-369762, US Patent    Nitto Boseki (J), 2016, A9227870, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
721, GP03-369843, US Patent    Nitto Boseki (J), 2016, A9242892, 60.02, 13.36, 15.43, 11.09, 0.1, 1285.0, , 
722, GP03-369844, US Patent    Nitto Boseki (J), 2016, A9242892, 57.9, 11.97, 18.17, 11.86, 0.1, 1239.0, , 
723, GJ03-373201, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 65.38, 9.26, 0.22, 25.14, , 1203.0, , 
724, GJ03-373202, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.99, 8.09, 0.26, 26.66, , 1199.0, , 
725, GJ03-373203, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.93, 10.14, 0.22, 24.71, , 1203.0, , 
726, GJ03-373204, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 63.74, 8.89, 0.25, 27.12, , 1207.0, , 
727, GJ03-373205, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 63.82, 8.2, 0.25, 27.73, , 1207.0, , 
728, GJ03-373206, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.42, 10.26, 0.2, 25.12, , 1189.0, , 
729, GJ03-373207, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 67.45, 9.62, 0.17, 22.76, , 1214.0, , 
730, GJ03-373208, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.86, 9.17, 0.03, 25.94, , 1170.0, , 
731, GJ03-373209, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 66.03, 8.77, 0.19, 25.01, , 1192.0, , 
732, GJ03-373210, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 65.93, 9.75, , 24.32, , 1208.0, , 
733, GJ03-373211, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.41, 8.94, 0.02, 26.63, , 1170.0, , 
734, GJ03-373212, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.64, 8.67, 0.03, 26.66, , 1171.0, , 
735, GJ03-373213, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.37, 9.59, 0.02, 26.02, , 1203.0, , 
736, GJ03-373214, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 65.76, 9.28, , 24.96, , 1180.0, , 
737, GJ03-373215, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.85, 9.15, , 26.0, , 1157.0, , 
738, GJ03-373216, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 63.37, 9.43, , 27.2, , 1180.0, , 
739, GJ03-373217, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 66.39, 9.75, , 23.86, , 1178.0, , 
740, GJ03-373218, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.73, 8.17, 0.02, 27.08, , 1193.0, , 
741, GJ03-373219, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 66.19, 8.82, , 24.99, , 1165.0, , 
742, GJ03-373220, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 63.49, 8.46, , 28.05, , 1181.0, , 
743, GJ03-373221, Int. J. Applied Glass Science, 2016, v. 007  p. 0295, 64.75, 10.14, , 25.11, , 1206.0, , 
744, GP02-374709, US Patent    Others, 2016, A0207823, 68.5, 7.2, 10.2, , 14.1, 1035.0, , 
745, GP02-374710, US Patent    Others, 2016, A0207823, 70.5, 5.2, 10.2, , 14.1, 1050.0, , 
746, GP03-376282, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 51.08, 21.95, 26.97, , , 1464.0, , 
747, GP03-376283, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 53.77, 19.26, 23.58, 3.39, , 1427.0, , 
748, GP03-376284, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 48.05, 23.29, 28.66, , , 1531.0, , 
749, GP03-376286, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 51.59, 19.23, 23.54, 5.64, , 1472.0, , 
750, GP03-376287, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 52.08, 23.66, 24.26, , , 1529.0, , 
751, GP03-376288, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 46.02, 18.68, 32.01, 3.29, , 1502.0, , 
752, GP03-376290, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 46.71, 20.8, 32.49, , , 1522.0, , 
753, GP03-376292, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 53.07, 19.01, 27.92, , , 1456.0, , 
754, GP03-376294, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 48.21, 22.1, 23.95, 5.74, , 1477.0, , 
755, GP03-376295, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 49.2, 18.72, 32.08, , , 1448.0, , 
756, GP03-376296, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 54.61, 21.45, 23.94, , , 1501.0, , 
757, GP03-376297, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 48.72, 23.6, 24.2, 3.48, , 1513.0, , 
758, GP03-376300, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 41.63, 22.69, 35.68, , , 1558.0, , 
759, GP06-376301, US Patent    OCV Intellectual Capital (US), 2017, A9546107, 46.36, 27.32, 26.32, , , 1567.0, , 
760, GP02-377187, US Patent    AGC (J), 2017, A9656906, 60.0, 14.0, 8.0, , 18.0, 1210.0, , 
761, GP02-377190, US Patent    AGC (J), 2017, A9656906, 68.0, 10.0, 8.0, , 14.0, 1225.0, , 
762, GJ03-378314, J. Materials Science, 2017, v. 052  p. 8280, 60.9, 8.9, 3.2, 27.0, , 1140.0, , 
763, GJ03-378315, J. Materials Science, 2017, v. 052  p. 8280, 62.53, 9.29, 3.4, 24.78, , 1147.0, , 
764, GJ03-378316, J. Materials Science, 2017, v. 052  p. 8280, 61.64, 8.79, 3.9, 25.67, , 1138.0, , 
765, GJ03-378317, J. Materials Science, 2017, v. 052  p. 8280, 61.6, 9.2, 4.7, 24.5, , 1147.0, , 
766, GJ03-378318, J. Materials Science, 2017, v. 052  p. 8280, 60.14, 9.59, 5.39, 24.88, , 1192.0, , 
767, GJ03-378319, J. Materials Science, 2017, v. 052  p. 8280, 60.2, 8.3, 4.8, 26.7, , 1170.0, , 
768, GJ03-378320, J. Materials Science, 2017, v. 052  p. 8280, 60.6, 9.0, 2.5, 27.9, , 1158.0, , 
769, GJ03-378321, J. Materials Science, 2017, v. 052  p. 8280, 63.1, 7.8, 2.7, 26.4, , 1155.0, , 
770, GJ03-378322, J. Materials Science, 2017, v. 052  p. 8280, 59.9, 7.8, 5.0, 27.3, , 1165.0, , 
771, GJ03-378323, J. Materials Science, 2017, v. 052  p. 8280, 62.34, 8.29, 4.2, 25.17, , 1140.0, , 
772, GJ03-378324, J. Materials Science, 2017, v. 052  p. 8280, 62.74, 8.29, 3.2, 25.77, , 1150.0, , 
773, GJ03-378325, J. Materials Science, 2017, v. 052  p. 8280, 60.7, 9.2, 4.6, 25.5, , 1158.0, , 
774, GJ03-378326, J. Materials Science, 2017, v. 052  p. 8280, 61.64, 8.29, 3.5, 26.57, , 1150.0, , 
775, GJ03-378327, J. Materials Science, 2017, v. 052  p. 8280, 63.0, 9.2, 3.1, 24.7, , 1151.0, , 
776, GJ03-378328, J. Materials Science, 2017, v. 052  p. 8280, 61.8, 8.6, 5.2, 24.4, , 1140.0, , 
777, GJ03-378329, J. Materials Science, 2017, v. 052  p. 8280, 61.8, 7.8, 2.5, 27.9, , 1175.0, , 
778, GJ03-378330, J. Materials Science, 2017, v. 052  p. 8280, 63.6, 9.6, 3.1, 23.7, , 1163.0, , 
779, GJ03-378331, J. Materials Science, 2017, v. 052  p. 8280, 58.6, 7.9, 6.1, 27.4, , 1176.0, , 
780, GJ03-378332, J. Materials Science, 2017, v. 052  p. 8280, 59.86, 8.01, 4.6, 27.53, , 1164.0, , 
781, GJ03-378333, J. Materials Science, 2017, v. 052  p. 8280, 63.0, 7.8, 4.4, 24.8, , 1161.0, , 
782, GJ03-378334, J. Materials Science, 2017, v. 052  p. 8280, 62.5, 9.7, 4.0, 23.8, , 1144.0, , 
783, GJ03-378335, J. Materials Science, 2017, v. 052  p. 8280, 64.53, 9.79, 2.1, 23.58, , 1165.0, , 
784, GJ03-378336, J. Materials Science, 2017, v. 052  p. 8280, 60.9, 9.2, 4.0, 25.9, , 1153.0, , 
785, GJ03-378337, J. Materials Science, 2017, v. 052  p. 8280, 63.0, 8.7, 4.7, 23.6, , 1158.0, , 
786, GJ03-378338, J. Materials Science, 2017, v. 052  p. 8280, 60.3, 9.7, 3.6, 26.4, , 1150.0, , 
787, GJ03-378339, J. Materials Science, 2017, v. 052  p. 8280, 59.9, 7.8, 5.1, 27.2, , 1169.0, , 
788, GJ03-378340, J. Materials Science, 2017, v. 052  p. 8280, 62.6, 8.8, 4.4, 24.2, , 1165.0, , 
789, GJ03-378341, J. Materials Science, 2017, v. 052  p. 8280, 61.46, 8.71, 4.0, 25.83, , 1142.0, , 
790, GP02-380712, US Patent    AGC (J), 2017, A0107141, 66.97, 3.42, 13.93, 0.32, 15.36, 1120.0, , 
791, GP02-380713, US Patent    AGC (J), 2017, A0107141, 66.95, 3.42, 13.21, 1.05, 15.37, 1030.0, , 
792, GP02-380714, US Patent    AGC (J), 2017, A0107141, 66.96, 3.43, 12.07, 2.12, 15.42, 1040.0, , 
793, GP02-380715, US Patent    AGC (J), 2017, A0107141, 66.99, 3.44, 11.36, 2.86, 15.35, 1050.0, , 
794, GP02-380716, US Patent    AGC (J), 2017, A0107141, 66.96, 3.45, 9.92, 4.26, 15.41, 1080.0, , 
795, GP02-381397, US Patent    AGC (J), 2017, A0183254, 60.0, 14.0, 8.0, , 18.0, 1210.0, , 
796, GP02-381400, US Patent    AGC (J), 2017, A0183254, 68.0, 10.0, 8.0, , 14.0, 1225.0, , 
797, GJ03-381870, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 33.0, 15.0, 5.0, 47.0, , 1578.0, , 
798, GJ03-381871, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 35.0, 15.0, 5.0, 45.0, , 1444.0, , 
799, GJ03-381872, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 36.0, 15.0, 5.0, 44.0, , 1430.0, , 
800, GJ03-381873, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 38.0, 15.0, 5.0, 42.0, , 1396.0, , 
801, GJ03-381874, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 40.0, 15.0, 5.0, 40.0, , 1360.0, , 
802, GJ03-381875, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 44.0, 15.0, 5.0, 36.0, , 1290.0, , 
803, GJ03-381876, J. Non-Crystalline Solids, 2016, v. 436  p. 0029, 53.0, 15.0, 5.0, 27.0, , 1225.0, , 
804, GJ02-382607, Ceramics - Silikaty, 2018, v. 062  p. 0173, 60.86, 12.78, , 11.64, 14.72, 1166.0, , 
805, GP03-383207, US Patent    OCV Intellectual Capital (US), 2017, A9695083, 72.34, 13.59, 14.07, , , 1437.0, , 
806, GP03-383213, US Patent    OCV Intellectual Capital (US), 2017, A9695083, 73.07, 12.92, 14.01, , , 1425.0, , 
807, GP03-383225, US Patent    OCV Intellectual Capital (US), 2017, A9695083, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
808, GP02-385528, US Patent    AGC (J), 2018, A9896374, 61.45, 8.45, 12.22, , 17.88, 1210.0, , 
809, GP02-385530, US Patent    AGC (J), 2018, A9896374, 68.41, 5.93, 12.0, , 13.66, 1225.0, , 
810, GP02-385801, US Patent    AGC (J), 2018, A9926220, 67.69, 4.45, 8.27, 3.77, 15.82, 1010.0, , 
811, GP02-385802, US Patent    AGC (J), 2018, A9926220, 67.86, 3.93, 9.95, 3.1, 15.16, 1030.0, , 
812, GP02-385803, US Patent    AGC (J), 2018, A9926220, 67.19, 3.44, 11.8, 2.12, 15.45, 980.0, , 
813, GP02-385804, US Patent    AGC (J), 2018, A9926220, 67.7, 3.44, 11.79, 2.12, 14.95, 1030.0, , 
814, GP02-385805, US Patent    AGC (J), 2018, A9926220, 66.5, 4.04, 11.84, 2.13, 15.49, 1030.0, , 
815, GP02-385806, US Patent    AGC (J), 2018, A9926220, 66.63, 4.34, 11.86, 2.13, 15.04, 1050.0, , 
816, GP02-385807, US Patent    AGC (J), 2018, A9926220, 67.6, 3.46, 13.33, 1.06, 14.55, 1030.0, , 
817, GP02-385808, US Patent    AGC (J), 2018, A9926220, 66.96, 3.43, 12.07, 2.12, 15.42, 1040.0, , 
818, GP02-385809, US Patent    AGC (J), 2018, A9926220, 66.99, 3.44, 11.36, 2.86, 15.35, 1040.0, , 
819, GP02-385810, US Patent    AGC (J), 2018, A9926220, 66.96, 3.45, 9.92, 4.26, 15.41, 1080.0, , 
820, GP03-387530, US Patent    OCV Intellectual Capital (US), 2017, A0283310, 72.34, 13.59, 14.07, , , 1437.0, , 
821, GP03-387531, US Patent    OCV Intellectual Capital (US), 2017, A0283310, 69.53, 13.45, 17.02, , , 1425.0, , 
822, GP03-387535, US Patent    OCV Intellectual Capital (US), 2017, A0283310, 73.07, 12.92, 14.01, , , 1425.0, , 
823, GP03-387539, US Patent    OCV Intellectual Capital (US), 2017, A0283310, 71.73, 11.47, 16.8, , , 1424.0, , 
824, GP03-387548, US Patent    OCV Intellectual Capital (US), 2017, A0283310, 75.76, 9.05, 12.21, , 2.98, 1471.0, , 
825, GJ03-390184, J. Non-Crystalline Solids, 2019, v. 510  p. 0158, 50.0, , , 50.0, , 1540.0, , 
826, GP02-390732, Japanese Patent    AGC (J), 2016, AW002888, 66.97, 3.42, 13.93, 0.32, 15.36, 1120.0, , 
827, GP02-390733, Japanese Patent    AGC (J), 2016, AW002888, 66.95, 3.42, 13.21, 1.05, 15.37, 1030.0, , 
828, GP02-390734, Japanese Patent    AGC (J), 2016, AW002888, 66.96, 3.43, 12.07, 2.12, 15.42, 1040.0, , 
829, GP02-390735, Japanese Patent    AGC (J), 2016, AW002888, 66.99, 3.44, 11.36, 2.86, 15.35, 1050.0, , 
830, GP02-390736, Japanese Patent    AGC (J), 2016, AW002888, 66.96, 3.45, 9.92, 4.26, 15.41, 1080.0, , 
831, GP02-390786, Japanese Patent    AGC (J), 2016, AW017558, 67.95, 10.02, 7.98, , 14.05, 1220.0, , 
832, GP03-395456, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 10.0, 12.0, 2.0, 8.0, 1300.0, , 
833, GP03-395457, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 10.0, 9.0, 7.0, 6.0, 1220.0, , 
834, GP03-395458, Japanese Patent    AGC (J), 2017, AW061501, 66.0, 12.0, 5.0, 9.0, 8.0, 1209.0, , 
835, GP03-395852, Japanese Patent    AGC (J), 2018, A104285, 68.0, 10.0, 14.0, , 8.0, 1400.0, , 
836, GJ02-397243, J. American Ceramic Soc., 2018, v. 101  p. 2840, 50.0, 25.0, , , 25.0, 1466.0, , 
